season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2007,SL,T,,79,ACT,Todd Steussie,Todd,Steussie,1970-12-01,78,310,,00-0015668,,,,,,,,,13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u3yr70wausfhxgng2xl4",,17,REG,A01,Todd,STE599313,,32005354-4559-9313-7ed1-14fa33cb790b,1994,1994,MIN,19
2007,BLT,OLB,,56,ACT,Gary Stills,Gary,Stills,1974-07-11,74,250,,00-0015725,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v2w9ijpmo27pxyryt6hb",,17,REG,A01,Gary,STI406525,,32005354-4940-6525-42d1-a433926f642e,1999,1999,KC,75
2007,DET,T,,68,ACT,Barry Stokes,Barry,Stokes,1973-12-20,76,310,,00-0015744,,,,,,,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cswxj1h6nkcvvi61heig",,17,REG,I01,Barry,STO211875,,32005354-4f21-1875-8f25-22239c53b5bd,1996,1996,,
2007,DEN,WR,,14,ACT,Brandon Stokley,Brandon,Stokley,1976-06-23,71,192,,00-0015754,1858,29c9a73e-f66f-437d-8dce-3cbc76aee835,,1214,498,StokBr00,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u28x9vmd7ca8k2qnakua",,17,REG,I01,Brandon,STO309337,,32005354-4f30-9337-17bc-467ac487a2dc,1999,1999,BLT,105
2007,WAS,SS,,23,ACT,Omar Stoutmire,Omar,Stoutmire,1974-07-09,71,205,,00-0015781,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mhy6inhaomltiivmqgiq",,18,WC,I01,Omar,STO733919,,32005354-4f73-3919-27cb-66443c6ef4d0,1997,1997,DAL,224
2007,BLT,K,,3,ACT,Matt Stover,Matt,Stover,1968-01-27,71,178,,00-0015784,,,,,,,,,17,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/po28eupvc1y6rytcvtfs",,17,REG,A01,Matt,STO772332,,32005354-4f77-2332-ea64-1ed2a65ed496,1990,1990,NYG,329
2007,NYG,DE,,92,ACT,Michael Strahan,Michael,Strahan,1971-11-21,77,255,,00-0015795,,,,,,,,,14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zanyv0vdsqwb6djnnz5j",,21,SB,A01,Michael,STR122552,,32005354-5212-2552-5985-f1577ca7fd79,1993,1993,NYG,40
2007,SEA,FB,,38,RES,Mack Strong,Mack,Strong,1971-09-11,72,253,,00-0015830,,,,,,,,,14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b4bixlcjyx3xyoqq40bd",,5,REG,A01,Mack,STR638743,,32005354-5263-8743-d880-d94d40db332f,1993,1993,,
2007,KC,CB,,23,ACT,Patrick Surtain,Patrick,Surtain,1976-06-19,71,195,,00-0015915,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ntf7mshisbnmj3stcocb",,17,REG,A01,Patrick,SUR622937,,32005355-5262-2937-3e9a-1f1f37e3838b,1998,1998,MIA,44
2007,CHI,T,,76,ACT,John Tait,John,Tait,1975-01-26,78,312,,00-0016021,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vwvq1qfpxsi7yonc1v1z",,17,REG,A01,John,TAI566472,,32005441-4956-6472-e386-2905d9426ec7,1999,1999,KC,14
2007,JAX,RB,,28,ACT,Fred Taylor,Fred,Taylor,1976-01-27,73,228,,00-0016098,1430,,,906,333,TaylFr00,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hj3mtwjx0byr01a7463p",,19,DIV,A01,Fred,TAY220162,,32005441-5922-0162-53b0-83184c953269,1998,1998,JAX,9
2007,JAX,RB,,28,ACT,Fred Taylor,Fred,Taylor,1976-01-27,73,228,,00-0016098,,,,,333,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hj3mtwjx0byr01a7463p",,19,DIV,A01,Fred,TAY220162,,32005441-5922-0162-53b0-83184c953269,1998,1998,JAX,9
2007,MIA,DE,,99,ACT,Jason Taylor,Jason,Taylor,1974-09-01,78,255,,00-0016112,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uemgrwzlq4210btlmcqw",,17,REG,A01,Jason,TAY338550,,32005441-5933-8550-6741-79659916ffb5,1997,1997,MIA,73
2007,KC,T,,60,CUT,Chris Terry,Christopher,Terry,1975-08-08,77,295,,00-0016183,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j9y5hcah5apjgwbj1jvf",,14,REG,A01,Chris,TER483860,,32005445-5248-3860-86f0-874ebef708dd,1999,1999,CAR,34
2007,CAR,QB,,16,ACT,Vinny Testaverde,Vinny,Testaverde,1963-11-13,77,233,,00-0016193,,,,,,,,,20,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yebpzovaiscoksnjnq6x",,17,REG,A01,Vinny,TES415290,,32005445-5341-5290-d4d4-20b9ffda1057,1987,1987,TB,1
2007,NO,CB,,22,ACT,Fred Thomas,Fred,Thomas,1973-09-11,69,185,,00-0016263,,,,,,,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fqznosdpgybzl2cx8esn",,17,REG,A01,Fred,THO168220,,32005448-4f16-8220-d90a-4f53f0c36744,1996,1996,SEA,47
2007,NO,NT,,99,ACT,Hollis Thomas,Hollis,Thomas,1974-01-10,72,306,,00-0016271,,,,,,,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bmi4qhxrdotsw7mbhki8",,17,REG,A01,Hollis,THO193984,,32005448-4f19-3984-1e74-2655d7b54db5,1996,1996,,
2007,WAS,G,,77,RES,Randy Thomas,Randy,Thomas,1976-01-19,77,317,,00-0016310,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xvyf08wyk7fg0n2jds2r",,14,REG,A01,Randy,THO322422,,32005448-4f32-2422-dece-dd619f2c2da3,1999,1999,NYJ,57
2007,PHI,T,,72,ACT,Tra Thomas,William,Thomas,1974-11-20,79,335,,00-0016334,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c4d0k81jglq3pfc5734l",,17,REG,A01,Tra,THO405547,,32005448-4f40-5547-ac0e-b0da2bfb2d7d,1998,1998,PHI,11
2007,MIA,MLB,,54,RES,Zach Thomas,Zach,Thomas,1973-09-01,71,228,,00-0016344,,,,,,,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4gdnfi1fdmjvqwfb8bq",,13,REG,I01,Zach,THO415247,,32005448-4f41-5247-6d57-4e1830b82430,1996,1996,MIA,154
2007,CIN,DT,,97,ACT,John Thornton,John,Thornton,1976-10-02,75,297,,00-0016431,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sc6t3axduyjsdlabfsr5",,17,REG,A01,John,THO783513,,32005448-4f78-3513-5394-c5db816dd7cf,1999,1999,TEN,52
2007,WAS,WR,,83,ACT,James Thrash,James,Thrash,1975-04-28,72,204,,00-0016440,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tttu8q0npsvtx1wjwhaf",,18,WC,I01,James,THR055371,,32005448-5205-5371-7657-309f267bb5d8,1997,1997,,
2007,NYG,WR,,81,ACT,Amani Toomer,Amani,Toomer,1974-09-08,75,203,,00-0016550,,,,,,,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qsfr7nbtbq4ugcfb357w",,21,SB,A01,Amani,TOO338982,,3200544f-4f33-8982-916f-032f3512287c,1996,1996,NYG,34
2007,PIT,CB,,26,ACT,Deshea Townsend,Trevor,Townsend,1975-09-08,70,190,,00-0016577,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jnhvsuvmo0ac2wi1cznu",,18,WC,A01,Deshea,TOW776442,,3200544f-5777-6442-acfe-769296e5517a,1998,1998,PIT,117
2007,MIA,NT,,94,ACT,Keith Traylor,Keith,Traylor,1969-09-03,74,340,,00-0016599,,,,,,,,,16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/egzatbbyeaaeomv3u1yk",,17,REG,I01,Keith,TRA557521,,32005452-4155-7521-703e-13051cc886ff,1991,1991,DEN,61
2007,TB,MLB,,50,ACT,Jeremiah Trotter,Jeremiah,Trotter,1977-01-20,73,262,,00-0016624,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qdghuumz8r04kjzpwx00",,18,WC,A01,Jeremiah,TRO467199,,32005452-4f46-7199-1c1d-72a75decdc2b,1998,1998,PHI,72
2007,CLV,T,,72,ACT,Ryan Tucker,Ryan,Tucker,1975-06-12,78,320,,00-0016660,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vjjnmzgyval6aoqcqau8",,17,REG,A01,Ryan,TUC287361,,32005455-4328-7361-f54e-f13464c38a12,1997,1997,SL,112
2007,PIT,TE,,84,RES,Jerame Tuman,Jerame,Tuman,1976-03-24,76,253,,00-0016677,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pmb6mm1ymwyzliiqm4fn",,10,REG,I01,Jerame,TUM059326,,32005455-4d05-9326-340f-b247e7280831,1999,1999,PIT,136
2007,HST,P,,1,ACT,Matt Turk,Matt,Turk,1968-06-16,77,240,,00-0016689,,,,,,,,,14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g9hjqcjp518hlr6albuw",,17,REG,A01,Matt,TUR063196,,32005455-5206-3196-1733-d7cfdcac9b9f,1993,1993,,
2007,KC,T,,74,RES,Kyle Turley,Kyle,Turley,1975-09-24,77,306,,00-0016691,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gmvaml9iwkplttxatykm",,15,REG,I01,Kyle,TUR099308,,32005455-5209-9308-23e9-ba283c65cf7f,1998,1998,NO,7
2007,IND,K,,4,ACT,Adam Vinatieri,Adam,Vinatieri,1972-12-28,72,202,South Dakota State,00-0016919,1097,9ecf8040-10f9-4a5c-92da-1b4d77bd6760,3727,395,226,,3258,120,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/imfj1hl4kob4jof8hcwa",,19,DIV,A01,Adam,VIN196019,21213,32005649-4e19-6019-e626-0b58f9aa81e1,1996,1996,,
2007,PHI,DT,,66,ACT,Kimo Von Oelhoffen,Kimo,Von Oelhoffen,1971-01-30,76,299,,00-0016956,,,,,,,,,13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jedad1crk6mu10vkhmaj",,17,REG,A01,Kimo,VON221488,,3200564f-4e22-1488-f980-8c2faa904183,1994,1994,CIN,162
2007,NE,OLB,,50,ACT,Mike Vrabel,Mike,Vrabel,1975-08-14,76,261,,00-0016960,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d2kwhcvh7tixbt6sqfnv",,21,SB,A01,Mike,VRA088990,,32005652-4108-8990-7c79-15aec4bbb157,1997,1997,PIT,91
2007,TB,C,,76,ACT,John Wade,Robert,Wade,1975-01-25,77,299,,00-0016972,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rctymxu3uyo7oedbclha",,18,WC,A01,John,WAD573906,,32005741-4457-3906-2e51-81528d7672d2,1998,1998,JAX,148
2007,CAR,G,,68,ACT,Mike Wahle,Michael,Wahle,1977-03-29,78,304,,00-0016990,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x1dvw1mdnbe7gtkpksli",,17,REG,A01,Mike,WAH402541,,32005741-4840-2541-6fe1-b9452530363e,1998,1998,GB,54
2007,PIT,WR,,86,ACT,Hines Ward,Hines,Ward,1976-03-08,72,205,,00-0017162,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/opna4defooarhcili0lp",,18,WC,A01,Hines,WAR179227,,32005741-5217-9227-6a14-a798327a08e6,1998,1998,PIT,92
2007,ARZ,QB,,13,ACT,Kurt Warner,Kurtis,Warner,1971-06-22,74,222,,00-0017200,,,,,,,,,13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xlgzhoozvi1agd8hn4kk",,17,REG,A01,Kurt,WAR492511,,32005741-5249-2511-a473-3f5f5e0d48ba,1994,1994,,
2007,CLV,NT,,92,RES,Ted Washington,Ted,Washington,1968-04-13,77,375,,00-0017277,,,,,,,,,16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/batfg6zrlpqzlvmfbqsa",,8,REG,I01,Ted,WAS737895,,32005741-5373-7895-c07c-af2aa86aaf8e,1991,1991,SF,25
2007,ATL,T,,74,RES,Todd Weiner,Todd,Weiner,1975-09-16,76,314,,00-0017399,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c9iduyjxfqkctxmwhjml",,12,REG,I01,Todd,WEI372370,,32005745-4937-2370-2940-8edc21c8a00d,1998,1998,SEA,47
2007,KC,G,,76,ACT,John Welbourn,John,Welbourn,1976-03-30,77,310,,00-0017410,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvfhw5g6vx2jx6sdlnjo",,17,REG,A01,John,WEL024225,,32005745-4c02-4225-da44-208637f068fe,1999,1999,PHI,97
2007,BUF,G,,65,RES,Jason Whittle,Jason,Whittle,1975-03-07,76,297,,00-0017621,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/paycmuc5ylvdhtcswkar",,3,REG,A01,Jason,WHI814217,,32005748-4981-4217-20b7-9e1fc2c91e37,1998,1998,,
2007,KC,C,,62,ACT,Casey Wiegmann,Casey,Wiegmann,1973-07-20,74,285,,00-0017638,,,,,,,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vnup94ht5ftcoixtqld9",,17,REG,A01,Casey,WIE264308,,32005749-4526-4308-63eb-79ee177f9506,1996,1996,,
2007,SL,K,,14,ACT,Jeff Wilkins,Jeff,Wilkins,1972-04-19,74,205,,00-0017693,,,,,,,,,13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j9mfe0hrl9pk1yhkv5f0",,17,REG,A01,Jeff,WIL088118,,32005749-4c08-8118-15e0-0a5c60d5e8e6,1994,1994,,
2007,SD,DT,,76,ACT,Jamal Williams,Jamal,Williams,1976-04-28,75,348,,00-0017813,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qc1koel5jd0rb0efessx",,20,CON,A01,Jamal,WIL328754,,32005749-4c32-8754-be15-8966ef7f948f,1998,1998,SD,34
2007,MIN,NT,,94,ACT,Pat Williams,Patrick,Williams,1972-10-24,75,317,,00-0017899,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ehazrqey4rek2snraicn",,17,REG,A01,Pat,WIL462033,,32005749-4c46-2033-4c7f-c7dc309b2b3a,1997,1997,,
2007,MIA,RB,,34,RES,Ricky Williams,Errick,Williams,1977-05-21,70,228,,00-0017915,1756,99d20cb7-a3d6-4d9e-a07d-8dd97ead84e6,,1127,440,WillRi00,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/buhodr9dphf3lf0nazql",,12,REG,A01,Ricky,WIL271115,,32005749-4c27-1115-3fb1-e5cf0d659788,1999,1999,NO,5
2007,MIN,CB,,26,ACT,Antoine Winfield,Antoine,Winfield,1977-06-24,69,180,,00-0018093,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j3pr0ux21raq4puplowd",,17,REG,I01,Antoine,WIN144862,,32005749-4e14-4862-d540-7141f25c126b,1999,1999,BUF,23
2007,SD,C,,65,ACT,Cory Withrow,Cory,Withrow,1975-04-05,74,287,,00-0018137,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u73k536zlraa0ab2zcwm",,20,CON,A01,Cory,WIT152358,,32005749-5415-2358-684e-e2145fbecf6c,1998,1998,,
2007,GB,CB,,21,ACT,Charles Woodson,Charles,Woodson,1976-10-07,73,200,Michigan,00-0018227,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gohbupnj3mhletq96zzu",,20,CON,A01,Charles,WOO661523,23449,3200574f-4f66-1523-6494-7f8d7d48fff1,1998,1998,OAK,4
2007,DET,G,,65,ACT,Damien Woody,Damien,Woody,1977-11-03,75,340,,00-0018234,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jd8pwgcnratzsnm4m7em",,17,REG,A01,Damien,WOO708514,,3200574f-4f70-8514-3992-dd30ab8fb04c,1999,1999,NE,17
2007,NYG,QB,,2,ACT,Anthony Wright,Anthony,Wright,1976-02-14,73,211,,00-0018272,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tot1rumaduxp1ixjqmlp",,21,SB,A01,Anthony,WRI106968,,32005752-4910-6968-7760-5a60ec8723b1,1999,1999,,
2007,CLV,CB,,25,ACT,Kenny Wright,Kenny,Wright,1977-09-14,73,205,,00-0018308,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nqtgtkaasndtka3a901u",,17,REG,A01,Kenny,WRI490795,,32005752-4949-0795-e835-140ea07d00db,1999,1999,MIN,120
2007,NO,DE,,98,ACT,Renaldo Wynn,Renaldo,Wynn,1974-09-03,75,296,,00-0018351,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pe2gcgu3dhghosybxgmz",,17,REG,A01,Renaldo,WYN153366,,32005759-4e15-3366-6660-961019954d2a,1997,1997,JAX,21
2007,SF,DE,,97,ACT,Bryant Young,Bryant,Young,1972-01-27,75,305,,00-0018405,,,,,,,,,13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fkubylbr94xqvbzfczhx",,17,REG,A01,Bryant,YOU123853,,3200594f-5512-3853-ec6e-4c5b50ac8d73,1994,1994,SF,7
2007,JAX,LS,,88,ACT,Joe Zelenka,Joseph,Zelenka,1976-03-09,75,256,,00-0018486,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eey3sqhrm9djk0ai7xij",,19,DIV,A01,Joe,ZEL428040,,32005a45-4c42-8040-a1a0-95636ac854c4,1999,1999,,
2007,HST,DT,,92,ACT,Jeff Zgonina,Jeff,Zgonina,1970-05-24,74,290,,00-0018503,,,,,,,,,14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xxxxml3p0eqcl51xgszi",,17,REG,A01,Jeff,ZGO444955,,32005a47-4f44-4955-1dfd-6578b82752b4,1993,1993,PIT,185
2007,BUF,FB,,88,ACT,Ryan Neufeld,Ryan,Neufeld,1975-11-22,76,245,,00-0018578,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yawa4natiz2ufqvxpydh",,17,REG,I01,Ryan,NEU276860,,32004e45-5527-6860-e50c-9a678c876c38,1999,1999,,
2007,KC,G,,54,ACT,Brian Waters,Brian,Waters,1977-02-18,75,320,,00-0018584,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s5nloiclepxisxuwct3v",,17,REG,A01,Brian,WAT054642,,32005741-5405-4642-de8c-4944824ef4c7,1999,1999,,
2007,BLT,CB,,35,ACT,Corey Ivy,Corey,Ivy,1977-03-21,69,188,,00-0018605,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tjkdcsg3oitbyhwanvcs",,17,REG,A01,Corey,IVY415291,,32004956-5941-5291-c2b0-27844a89bbc1,1999,1999,,
2007,OAK,T,,74,RES,Cornell Green,Cornell,Green,1976-08-25,78,315,,00-0018613,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ddsdiacttroly41fh1ca",,11,REG,A01,Cornell,GRE133269,,32004752-4513-3269-d2e2-87f8896bcaa8,1999,1999,,
2007,OAK,T,,65,ACT,Barry Sims,Barry,Sims,1974-12-01,77,300,,00-0018925,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tpv6rj5epjt5li9w5ni3",,17,REG,A01,Barry,SIM652558,,32005349-4d65-2558-d869-931fa12fb6da,1999,1999,,
2007,ATL,LS,,46,ACT,Mike Schneck,Mike,Schneck,1977-08-04,73,233,,00-0018926,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fqxefbbp0azxg9mqvvzx",,17,REG,A01,Mike,SCH377349,,32005343-4837-7349-e00f-a33bb8ca5850,1999,1999,,
2007,JAX,C,,63,ACT,Brad Meester,Brad,Meester,1977-03-23,75,295,,00-0018956,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rixo5b33kqy0mj22fdpa",,19,DIV,A01,Brad,MEE705650,,32004d45-4570-5650-9fde-3f0978559238,2000,2000,JAX,60
2007,NO,MLB,,53,ACT,Mark Simoneau,Mark,Simoneau,1977-01-16,72,245,,00-0018957,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mg6ijtr9anjkwspazur0",,17,REG,A01,Mark,SIM382636,,32005349-4d38-2636-991d-e8d33fa83708,2000,2000,ATL,67
2007,NYJ,WR,,87,RES,Laveranues Coles,Laveranues,Coles,1977-12-29,71,193,,00-0018958,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mqwcvuemjppg61dbqnkd",,15,REG,A01,Laveranues,COL366580,,3200434f-4c36-6580-4b76-43fcf05842ae,2000,2000,NYJ,78
2007,JAX,DT,,92,ACT,Rob Meier,Rob,Meier,1977-08-29,77,308,,00-0018970,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hh1p5yo4oiv19tbftxzt",,19,DIV,A01,Rob,MEI054762,,32004d45-4905-4762-ef07-3aeccce657cd,2000,2000,JAX,241
2007,SD,QB,,7,ACT,Billy Volek,Billy,Volek,1976-04-28,74,214,,00-0019041,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jei3uos0woj4u7exp8ih",,20,CON,A01,Billy,VOL083057,,3200564f-4c08-3057-1f3f-a076e35100ef,2000,2000,,
2007,CAR,FB,,45,ACT,Brad Hoover,Brad,Hoover,1976-11-11,72,245,,00-0019100,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nkihbcljztyofowib4cy",,17,REG,A01,Brad,HOO705549,,3200484f-4f70-5549-8ac6-6c09a9385111,2000,2000,,
2007,DET,MLB,,53,ACT,Paris Lenon,Paris,Lenon,1977-11-26,74,235,,00-0019104,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pixcrjwdcubxdawxqjhx",,17,REG,A01,Paris,LEN394692,,32004c45-4e39-4692-91d0-59bee5c9eafc,2000,2000,,
2007,WAS,TE,,87,ACT,Todd Yoder,Todd,Yoder,1978-03-18,76,253,,00-0019127,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xlmm7x38ijojfnpyplm8",,18,WC,A01,Todd,YOD177981,,3200594f-4417-7981-b7c5-ae18dd3ce90d,2000,2000,,
2007,CLV,C,,66,ACT,Hank Fraley,Henry,Fraley,1977-09-21,74,315,,00-0019133,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zq7vbolz3mziiavhyd5j",,17,REG,A01,Hank,FRA036253,,32004652-4103-6253-6631-516a996c1e31,2000,2000,,
2007,PIT,FB,,35,RES,Dan Kreider,Dan,Kreider,1977-03-11,71,255,,00-0019135,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dmxuhoow7t3vwvc6ahdj",,12,REG,A01,Dan,KRE108154,,32004b52-4510-8154-fc99-bffce164584e,2000,2000,,
2007,SEA,LS,,48,CUT,Derek Rackley,Derek,Rackley,1977-07-18,76,250,,00-0019146,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xv4qo1rn52jlndfpsdd4",,5,REG,A01,Derek,RAC563472,,32005241-4356-3472-769d-bec2dbacbca7,2000,2000,,
2007,IND,LS,,48,ACT,Justin Snow,Justin,Snow,1976-12-21,75,240,,00-0019188,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/adv2b9jo5lzepvde189g",,19,DIV,A01,Justin,SNO367962,,3200534e-4f36-7962-9d83-0f533fdd9806,2000,2000,,
2007,NE,LS,,66,ACT,Lonie Paxton,Lonie,Paxton,1978-03-13,74,260,,00-0019213,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vpn920vrbjoudraagfoa",,21,SB,A01,Lonie,PAX622937,,32005041-5862-2937-d6db-240a9cd96dc2,2000,2000,,
2007,SL,WR,,89,ACT,Dane Looker,Dane,Looker,1976-05-05,72,194,,00-0019242,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yaekv9wmvkduhdzsvdrb",,17,REG,A01,Dane,LOO250808,,32004c4f-4f25-0808-167d-629484f56339,2000,2000,,
2007,CHI,DE,,93,ACT,Adewale Ogunleye,Adewale,Ogunleye,1977-08-09,76,260,,00-0019246,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvrwwdq9zu4tfmok5acs",,17,REG,A01,Adewale,OGU444955,,32004f47-5544-4955-4931-5a02de6adcea,2000,2000,,
2007,NYG,C,,60,ACT,Shaun O'Hara,Shaun,O'Hara,1977-06-23,75,303,,00-0019276,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ffkqd3nchmw4wrjtpzgx",,21,SB,A01,Shaun,OHA555073,,32004f48-4155-5073-4a01-0f6eaa0726bb,2000,2000,,
2007,DET,WR,,87,ACT,Mike Furrey,Michael,Furrey,1977-03-12,72,195,,00-0019281,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/patqamlgpnc1wqd2ijh8",,17,REG,A01,Mike,FUR643990,,32004655-5264-3990-4452-0baff75dc309,2000,2000,,
2007,CAR,FS,,35,ACT,Deke Cooper,John,Cooper,1977-10-18,74,210,,00-0019293,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsfpxolp25clpaoxypgr",,17,REG,A01,Deke,COO613941,,3200434f-4f61-3941-ec38-9ef359b7f2fd,2000,2000,,
2007,SF,WR,,81,ACT,Bryan Gilmore,Bryan,Gilmore,1978-07-21,72,200,,00-0019302,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mrjlorr5e094c3nq58nk",,17,REG,A01,Bryan,GIL775180,,32004749-4c77-5180-6f62-27a549bb5f8a,2000,2000,,
2007,BUF,K,,9,ACT,Rian Lindell,Rian,Lindell,1977-01-20,75,233,,00-0019310,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ypvrnjz62aexe25wctli",,17,REG,A01,Rian,LIN159090,,32004c49-4e15-9090-7978-864b4c1f28bf,2000,2000,,
2007,HST,DT,,97,RES,Cedric Killings,Cedric,Killings,1977-12-14,75,310,,00-0019339,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vssxdmwubu61u6jvass5",,3,REG,A01,Cedric,KIL471237,,32004b49-4c47-1237-345f-1cd94157bef8,2000,2000,,
2007,SL,DE,,96,ACT,James Hall,James,Hall,1977-02-04,74,280,,00-0019387,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oqpfx75svtmjt7b3ffxv",,17,REG,A01,James,HAL355575,,32004841-4c35-5575-af31-23a89850b278,2000,2000,,
