season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club
1994,NYJ,QB,QB,0,ACT,Glenn Foley,Glenn,Foley,1970-10-10,74,205,,00-0005379,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mmg3wmyt52x7nvtkdbvy",FOL095836,,3200464f-4c09-5836-36ec-f9ae48773765,,,
1994,RAI,LB,LB,0,ACT,James Folston,James,Folston,1971-08-14,75,240,,00-0005392,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kfbbo3zfffgtzrcaz3zw",FOL652410,,3200464f-4c65-2410-73ea-4e6f7865a5a8,,,
1994,CHI,DL,DT,96,ACT,Albert Fontenot,Albert,Fontenot,1970-09-17,76,265,,00-0005395,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dygldxezzx2uttv1sqm4",FON197520,,3200464f-4e19-7520-a115-3cab100b4d68,,,
1994,CHI,OL,C,67,ACT,Jerry Fontenot,Jerry,Fontenot,1966-11-21,75,287,,00-0005399,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ueo2vybh32z1xqravsst",FON415290,,3200464f-4e41-5290-9d23-709096c922b6,,,
1994,CLE,DL,DE,0,ACT,Dan Footman,Daniel,Footman,1969-01-13,77,290,,00-0005403,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gb70settjinjrvw9hrdg",FOO440791,,3200464f-4f44-0791-830e-9b1ce67a1da0,,,
1994,ATL,LB,LB,0,ACT,Darryl Ford,Darryl,Ford,1966-06-22,73,225,,00-0005413,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jpqpwc1exmvkbctkz41t",FOR109065,,3200464f-5210-9065-c30e-c62b89eac4cb,,,
1994,HOU,DL,DE,92,ACT,Henry Ford,Henry,Ford,1971-10-30,75,284,,00-0005417,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jsflbwgeatumzfdgb9zj",FOR175808,,3200464f-5217-5808-8146-d18a561d23f9,,,
1994,ATL,OL,C,0,ACT,Roman Fortin,Roman,Fortin,1967-02-26,77,295,,00-0005446,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qspnhlx0y2mj7v0tqnri",FOR666978,,3200464f-5266-6978-1971-6b18374aca4c,,,
1994,PIT,RB,RB,0,ACT,Barry Foster,Barry,Foster,1968-12-08,70,218,,00-0005452,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qgqgfzp8qjys26h9ezsf",FOS118654,,3200464f-5311-8654-4ba0-b8072ad4da20,,,
1994,NYG,DL,DT,0,ACT,Mike Fox,Michael,Fox,1967-08-05,80,275,,00-0005489,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r8sydw9ba8pmelgtav55",FOX237308,,3200464f-5823-7308-82f6-33c3f2ed2799,,,
1994,MIA,LB,LB,0,ACT,Dion Foxx,Dion,Foxx,1971-06-11,75,249,,00-0005494,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xdybwqzk92p69hbamieb",FOX817399,,3200464f-5881-7399-f3a5-8edfe7a3b5a5,,,
1994,CIN,LB,OLB,0,ACT,James Francis,James,Francis,1968-08-04,77,252,,00-0005504,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pk98aqp3wmicemmxpl1a",FRA118647,,32004652-4111-8647-17ff-8664b1c73524,,,
1994,NE,TE,TE,0,ACT,Paul Francisco,Paul,Francisco,1969-10-14,78,236,,00-0005512,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dvjfccv7ax902rhmdazm",FRA217519,,32004652-4121-7519-f69f-c0fc29481f90,,,
1994,RAI,DB,DB,0,ACT,Donald Frank,Donald,Frank,1965-10-24,72,200,,00-0005515,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g5liy95xf6vabd93jej4",FRA290026,,32004652-4129-0026-1118-614f8fd6a420,,,
1994,NYJ,DL,DT,0,ACT,Paul Frase,Paul,Frase,1965-05-06,77,270,,00-0005546,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pmbi3gbqukqcceqd6ft8",FRA659150,,32004652-4165-9150-c5af-6d0791a1abeb,,,
1994,PHI,DB,CB,0,ACT,Derrick Frazier,Derrick,Frazier,1970-04-29,70,178,,00-0005548,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q1acr6lgxlgnqsdspy3i",FRA744839,,32004652-4174-4839-391d-93262f319f2c,,,
1994,RAI,LB,OLB,53,ACT,Rob Fredrickson,Robert,Fredrickson,1971-05-13,76,235,,00-0005560,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n9nanfiu3efrhzvkxpkc",FRE105786,,32004652-4510-5786-66c8-9208c1a9b658,,,
1994,DEN,OL,OT,0,ACT,Russ Freeman,Russell,Freeman,1969-09-02,79,290,,00-0005577,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/huryymfuypxlkm3cqtnk",FRE378894,,32004652-4537-8894-efc4-431b3c22a540,,,
1994,WAS,QB,QB,0,ACT,Gus Frerotte,Gustave,Frerotte,1971-07-31,75,221,,00-0005589,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/arjzgtjgdzfjcsvwqkej",FRE682395,,32004652-4568-2395-3e8d-d9ba13a29933,,,
1994,SEA,OL,G,0,RES,Mitch Frerotte,Paul,Frerotte,1965-03-30,75,286,,00-0005590,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pzidqmgva9xehhuo7zzp",FRE692145,,32004652-4569-2145-9975-3d7faf2399e4,,,
1994,CIN,DL,DE,0,TRD,Mike Frier,Michael,Frier,1969-03-20,77,300,,00-0005598,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rbhxbmbwjj30psyggczf",FRI348048,,32004652-4934-8048-1455-294e86f45202,,,
1994,SEA,DL,DE,0,RES,Mike Frier,Michael,Frier,1969-03-20,77,300,,00-0005598,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rbhxbmbwjj30psyggczf",FRI348048,,32004652-4934-8048-1455-294e86f45202,,,
1994,WAS,QB,QB,0,ACT,John Friesz,John,Friesz,1967-05-19,76,218,,00-0005600,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ckh8mav1rdt0khwbufyj",FRI395510,,32004652-4939-5510-713c-b421a37d6bdf,,,
1994,CIN,TE,TE,0,ACT,David Frisch,David,Frisch,1970-06-22,79,260,,00-0005601,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eumwjam5fc5ucaa8tnwc",FRI432424,,32004652-4943-2424-5512-f460328a51a5,,,
1994,MIA,WR,WR,0,ACT,Irving Fryar,Irving,Fryar,1962-09-28,72,200,,00-0005616,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f1cetjfdapgnqaeonxzy",FRY369148,,32004652-5936-9148-ba45-62efe4663112,,,
1994,SD,DB,SAF,0,CUT,James Fuller,James,Fuller,1969-08-05,72,208,,00-0005631,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvmxkwhtrxvsbwcbxmvo",FUL238674,,32004655-4c23-8674-f1c9-8dfd5887bff6,,,
1994,DEN,DB,CB,0,ACT,Randy Fuller,Randy,Fuller,1970-06-02,70,173,,00-0005635,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qozgdtpf2cdvnb66fy1z",FUL449897,,32004655-4c44-9897-281f-5d0153ca15ee,,,
1994,PHI,DL,DE,95,ACT,William Fuller,William,Fuller,1962-03-08,75,274,,00-0005639,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mccltbvra1wfn9rcnpwn",FUL498348,,32004655-4c49-8348-4979-8555a3c8c681,,,
1994,DEN,QB,QB,0,ACT,Will Furrer,William,Furrer,1968-02-05,75,208,,00-0005656,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j6s3wtystta5cogq4r3r",FUR631240,,32004655-5263-1240-b1e7-2f047c151d9d,,,
1994,MIA,DL,DT,0,ACT,William Gaines,William,Gaines,1971-06-20,77,300,,00-0005694,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vzrdyay9zvznrdhf4zcs",GAI521628,,32004741-4952-1628-3c6e-cc23bfc3420f,,,
1994,DAL,TE,TE,0,ACT,Scott Galbraith,Alan,Galbraith,1967-01-07,74,255,,00-0005701,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xsouytbemfb1sdbo86jk",GAL087428,,32004741-4c08-7428-dcc4-6ea2d79221bc,,,
1994,GB,OL,G,0,ACT,Harry Galbreath,Harry,Galbreath,1965-01-01,73,275,,00-0005702,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i2hml6jeayyvumih54zs",GAL174856,,32004741-4c17-4856-fe7c-6092bed108a4,,,
1994,PIT,OL,G,0,ACT,Kendall Gammon,Kendall,Gammon,1968-10-23,76,286,,00-0005732,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d5v5naevtv9p4nhs4cxh",GAM764134,,32004741-4d76-4134-970f-f68b96bd103e,,,
1994,RAM,OL,OT,0,ACT,Wayne Gandy,Wayne,Gandy,1971-02-10,77,289,,00-0005736,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dtfzyy2yeft8jgju2n1i",GAN132154,,32004741-4e13-2154-c200-bcec211a394d,,,
1994,DAL,DB,DB,0,ACT,Kenneth Gant,Kenneth,Gant,1967-04-18,71,189,,00-0005745,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dyj26yocto3jmu93kbpx",GAN533943,,32004741-4e53-3943-2167-297ba6f4da45,,,
1994,BUF,RB,FB,0,ACT,Carwell Gardner,Carwell,Gardner,1966-11-27,74,244,,00-0005764,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d6mefzqvbqnyqderapkr",GAR156710,,32004741-5215-6710-2947-dee6fa5b995d,,,
1994,ATL,DL,DT,0,ACT,Moe Gardner,Morris,Gardner,1968-08-10,74,261,,00-0005770,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tup1hmdkvkwvl93ub1hn",GAR207640,,32004741-5220-7640-7294-f6f873c07063,,,
1994,CHI,SPEC,P,0,ACT,Chris Gardocki,Christopher,Gardocki,1970-02-07,73,188,,00-0005771,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kcmjgepucpdyxqjy8r1j",GAR211558,,32004741-5221-1558-be02-366640354ca6,,,
1994,PHI,RB,RB,0,ACT,Charlie Garner,Charles,Garner,1972-02-13,69,181,,00-0005779,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i6vgoizxzlnf1ecxnzbq",GAR274242,,32004741-5227-4242-521a-ec9b9c57ee37,,,
1994,MIN,LB,LB,0,ACT,Dave Garnett,David,Garnett,1970-12-06,74,225,,00-0005786,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t8xvkjh3lqcq42vqalw8",GAR336926,,32004741-5233-6926-670c-e99a9082ecc4,,,
1994,DAL,QB,QB,17,ACT,Jason Garrett,Jason,Garrett,1966-03-28,74,196,,00-0005794,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dgrr8txfkt9xv2fjte8g",GAR446623,,32004741-5244-6623-92d2-a8735d7c1cf8,,,
1994,MIA,RB,RB,0,ACT,Cleveland Gary,Cleveland,Gary,1966-05-04,72,226,,00-0005810,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/exyvghdj2ppjh7mr9e1l",GAR736537,,32004741-5273-6537-832c-7fe1506b22de,,,
1994,NE,RB,RB,33,ACT,Sam Gash,Samuel,Gash,1969-03-07,72,224,,00-0005822,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pguoym85xaq8uwimu14m",GAS153366,,32004741-5315-3366-4b8e-fdb02836f04f,,,
1994,KC,DB,SAF,0,CUT,Matt Gay,Matthew,Gay,1970-04-03,71,180,,00-0005840,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fe7wz7rstpnyzsbblz9n",GAY319670,,32004741-5931-9670-c624-dfc1a939f039,,,
1994,CHI,DB,S,0,ACT,Shaun Gayle,Shaun,Gayle,1962-03-08,71,202,,00-0005847,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fzizgglrdy7othzmiydu",GAY664464,,32004741-5966-4464-8918-31a056a6159f,,,
1994,ATL,DL,DT,0,ACT,Jumpy Geathers,James,Geathers,1960-06-26,79,290,,00-0005857,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dqcwsinkbhoiwb9cllza",GEA415291,,32004745-4141-5291-a11f-bc67500623a5,,,
1994,CHI,TE,TE,84,RES,Chris Gedney,Christopher,Gedney,1970-08-09,77,262,,00-0005860,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fawt4mqabakxxzhjo6dz",GED637767,,32004745-4463-7767-766a-c5121baa95f7,,,
1994,SEA,QB,QB,8,ACT,Stan Gelbaugh,Stanley,Gelbaugh,1962-12-04,75,207,,00-0005869,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vrwq2e2pfzkmjrllvi1w",GEL553722,,32004745-4c55-3722-524b-6d7b1bc0fc19,,,
1994,ATL,QB,QB,1,ACT,Jeff George,Jeffrey,George,1967-12-08,76,218,,00-0005885,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uabmi177yp8gxi5rjgsz",GEO276861,,32004745-4f27-6861-51a3-488268d13ae0,,,
1994,ATL,LB,OLB,0,ACT,Ron George,Ronald,George,1970-03-20,74,225,,00-0005890,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vstbi8iumfb4skh2ai1z",GEO471935,,32004745-4f47-1935-7ae2-da5c66c71f70,,,
1994,MIN,OL,G,0,ACT,John Gerak,John,Gerak,1970-01-06,75,285,,00-0005894,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uwvsbthcedu0yq0mcftg",GER055371,,32004745-5205-5371-3fc0-a1ce43bc10c0,,,
1994,WAS,OL,C,0,ACT,John Gesek,John,Gesek,1963-02-18,77,282,,00-0005907,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/abboqwvldzeocf266iuy",GES415291,,32004745-5341-5291-851d-663c383de171,,,
1994,SD,LB,MLB,0,ACT,Dennis Gibson,Dennis,Gibson,1964-02-08,74,240,,00-0005933,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/peyock5v4273tonfdxkk",GIB553714,,32004749-4255-3714-1740-7b8c0a2be9fd,,,
1994,SD,QB,QB,0,ACT,Gale Gilbert,Gale,Gilbert,1961-12-20,75,209,,00-0005953,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qxjcyumzw5h3hody2l7i",GIL067344,,32004749-4c06-7344-d5da-c0c17739db3d,,,
1994,RAM,DL,DT,0,ACT,Sean Gilbert,Sean,Gilbert,1970-04-10,77,315,,00-0005962,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mgnmjvpegeb0elh07qqy",GIL126525,,32004749-4c12-6525-2c0d-f05abaab922e,,,
1994,PIT,LB,LB,0,ACT,Jason Gildon,Jason,Gildon,1972-07-31,75,237,,00-0005967,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yigpbh3tpseg3a7orez5",GIL258152,,32004749-4c25-8152-15d1-06b9578c1ca9,,,
1994,NE,OL,C,0,ACT,Mike Gisler,Michael,Gisler,1969-08-26,76,300,,00-0006009,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tzd5xi3b8y1unabhue8p",GIS269938,,32004749-5326-9938-da43-0ec6b41d67c2,,,
1994,HOU,WR,WR,0,ACT,Ernest Givins,Ernest,Givins,1964-09-03,69,178,,00-0006015,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zkvwfhaul3crsorbnrdq",GIV415291,,32004749-5641-5291-f77a-27a6a6bbbbfd,,,
1994,NYJ,DB,CB,0,ACT,Aaron Glenn,Aaron,Glenn,1972-07-16,69,185,,00-0006034,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iy9kejgttnjveyt4dkbu",GLE126430,,3200474c-4512-6430-eee9-da3b42c95ace,,,
1994,MIN,DB,FS,0,ACT,Vencie Glenn,Vencie,Glenn,1964-10-26,72,201,,00-0006044,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ewqvr7lnyeazue3tgkuc",GLE415290,,3200474c-4541-5290-50bf-1cde53b0ba6e,,,
1994,RAI,TE,TE,0,ACT,Andrew Glover,Andrew,Glover,1967-08-12,78,245,,00-0006047,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oqp41bj93zjllmudwfrf",GLO404040,,3200474c-4f40-4040-2cd3-b129b23d89ca,,,
1994,DET,OL,C,53,ACT,Kevin Glover,Kevin,Glover,1963-06-17,74,282,,00-0006050,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/waev3hnfyvybz1kdmfhf",GLO553720,,3200474c-4f55-3720-ed06-3d9fe51b5ca7,,,
1994,NE,DL,NT,0,RES,Tim Goad,Timothy,Goad,1966-02-28,75,280,,00-0006055,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqxi4vvlcepdcbwyklmz",GOA415290,,3200474f-4141-5290-91d5-7f812714115d,,,
1994,RAM,OL,G,0,ACT,Leo Goeas,Leo,Goeas,1966-08-15,76,292,,00-0006064,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wanycjhy0y3lr2c4zjdg",GOE118654,,3200474f-4511-8654-5bf9-5c4cfdf5ec66,,,
1994,CLE,QB,QB,0,ACT,Brad Goebel,Bradley,Goebel,1967-10-13,75,198,,00-0006065,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/guzpdc7y5nkfxomnhqpi",GOE226058,,3200474f-4522-6058-8974-fadfb5655e31,,,
1994,NO,DL,DT,0,ACT,Robert Goff,Robert,Goff,1965-10-02,75,270,,00-0006074,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hkavaznefd9ugc7j5bor",GOF332232,,3200474f-4633-2232-9eae-16be1ee4ccca,,,
1994,RAI,OL,G,0,ACT,Kevin Gogan,Kevin,Gogan,1964-11-02,79,325,,00-0006078,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bwzqaiksazjgt8pimxmy",GOG207645,,3200474f-4720-7645-cc0f-546f34f00436,,,
1994,BUF,LB,LB,0,ACT,Keith Goganious,Keith,Goganious,1968-12-07,74,239,,00-0006079,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nqcewnex0hdhfucj9dt9",GOG220395,,3200474f-4722-0395-93ad-b3f48097530e,,,
1994,PHI,DB,DB,0,ACT,Marvin Goodwin,Marvin,Goodwin,1972-09-21,72,199,,00-0006135,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nwma8jzlv7o1ckw8s2wu",GOO682380,,3200474f-4f68-2380-fcfb-9178a0a40498,,,
1994,SD,DB,CB,0,ACT,Darrien Gordon,Darrien,Gordon,1970-11-14,71,182,,00-0006148,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lpgrasgfiatbl3b23xcf",GOR097836,,3200474f-5209-7836-d4cf-9cb0707040b8,,,
1994,ATL,LB,LB,0,ACT,Dwayne Gordon,Dwayne,Gordon,1969-11-02,73,231,,00-0006149,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z1pci91xliyawwllhb6l",GOR118836,,3200474f-5211-8836-80b9-137d9c662bf5,,,
1994,SF,LB,LB,0,ACT,Antonio Goss,Antonio,Goss,1966-08-11,76,228,,00-0006169,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qfelunjxf710ylzmh1nx",GOS138430,,3200474f-5313-8430-c094-0d0363619eed,,,
1994,RAI,SPEC,P,7,ACT,Jeff Gossett,Jeffery,Gossett,1957-01-25,74,195,,00-0006170,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ix62f7desiynujqojhfo",GOS692150,,3200474f-5369-2150-b089-84b48b43afac,,,
1994,WAS,LB,LB,0,ACT,Kurt Gouveia,Kurt,Gouveia,1964-09-14,73,233,,00-0006178,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ptctf7fv5zmfugabwzim",GOU415291,,3200474f-5541-5291-5817-3d8f120fe031,,,
1994,WAS,LB,LB,0,RES,Rick Graf,Richard,Graf,1964-08-29,77,244,,00-0006192,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ujxobikzgd6vaqxorkxp",GRA095460,,32004752-4109-5460-3362-c04e8b9bae8d,,,
1994,KC,OL,OT,0,ACT,Derrick Graham,Dettrice,Graham,1967-03-18,76,305,,00-0006204,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x3ajjcmf3f6vp53kstlf",GRA171828,,32004752-4117-1828-9eaf-b39655dbbd2e,,,
1994,SEA,QB,QB,0,ACT,Jeff Graham,Jeff,Graham,1966-02-05,77,220,,00-0006209,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ubsn0l1lbjhphpxlc9mc",GRA206432,,32004752-4120-6432-90fd-37009e10f12a,,,
1994,CHI,WR,WR,0,ACT,Jeff Graham,Jeffrey,Graham,1969-02-14,74,193,,00-0006210,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mqzq4wjc9gvcgexxi6pj",GRA207028,,32004752-4120-7028-3d70-093b94b9d681,,,
1994,NYG,QB,QB,0,ACT,Kent Graham,Kent,Graham,1968-11-01,77,220,,00-0006212,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vz3a1vly64t07tpjtqx0",GRA207625,,32004752-4120-7625-3486-508856a6335c,,,
1994,MIN,RB,FB,0,ACT,Scottie Graham,James,Graham,1969-03-28,69,219,,00-0006220,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p2m4if0zg08ylho1jrqp",GRA202665,,32004752-4120-2665-4ffd-4a78d6b0f4eb,,,
1994,WAS,DB,DB,0,ACT,Alan Grant,Alan,Grant,1966-10-01,70,187,,00-0006230,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kand36jhphs06yy9dblp",GRA391386,,32004752-4139-1386-8e1a-20d15acca9ac,,,
1994,IND,LB,OLB,0,ACT,Steve Grant,Stephen,Grant,1969-12-23,72,231,,00-0006245,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xqophe03fjyrzjqvqfn3",GRA498301,,32004752-4149-8301-8322-7510fafff77b,,,
1994,SEA,DB,CB,26,RES,Carlton Gray,Carlton,Gray,1971-06-26,72,191,,00-0006265,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h6cndrldpaprh3igdand",GRA606171,,32004752-4160-6171-7a0d-2fac85d542dc,,,
1994,IND,OL,OT,0,ACT,Cecil Gray,Cecil,Gray,1968-02-16,76,292,,00-0006266,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fa4mlpphdx24tyxmmocw",GRA610944,,32004752-4161-0944-be27-c5726a8aeb27,,,
1994,MIA,OL,G,62,ACT,Chris Gray,Christopher,Gray,1970-06-19,76,289,,00-0006268,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jztlihtoidyrqqwq2ze0",GRA615717,,32004752-4161-5717-fa56-08cc4394a4bc,,,
1994,IND,DB,DB,0,ACT,Derwin Gray,Derwin,Gray,1971-04-09,71,190,,00-0006270,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/blae97hldirwxpygydfb",GRA644355,,32004752-4164-4355-20cd-6ac9b6de3df7,,,
1994,DET,RB,RB,0,ACT,Mel Gray,Melvin,Gray,1961-03-16,69,171,,00-0006282,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rfuw3dh4aah4l4eeuubp",GRA749361,,32004752-4174-9361-3510-1507808da593,,,
1994,SF,QB,QB,0,ACT,Elvis Grbac,Elvis,Grbac,1970-08-13,77,232,,00-0006300,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4ry52iclpzzgg1aave6",GRB059326,,32004752-4205-9326-9fe8-deefcf9b4605,,,
1994,MIA,DB,SAF,0,ACT,Chris Green,Christopher,Green,1968-02-26,71,192,,00-0006311,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dkg09u0telzi5djjxfws",GRE119325,,32004752-4511-9325-8aa6-9241cdadadbc,,,
1994,WAS,DB,CB,0,ACT,Darrell Green,Darrell,Green,1960-02-15,68,170,,00-0006316,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cwcts1c4ok7r03ssniua",GRE152736,,32004752-4515-2736-107e-fa289c286924,,,
1994,PIT,TE,TE,0,ACT,Eric Green,Bernard,Green,1967-06-22,77,274,,00-0006324,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pq08efgj1t149rtjoizt",GRE085914,,32004752-4508-5914-656d-ed8865500266,,,
1994,CIN,RB,RB,0,ACT,Harold Green,Harold,Green,1968-01-29,74,222,,00-0006328,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lm765ei5zkdi01vq1cxm",GRE219558,,32004752-4521-9558-97a1-011c390fc62b,,,
1994,SEA,TE,TE,0,ACT,Paul Green,Paul,Green,1966-10-08,75,230,,00-0006344,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c9rtrnty6a1n1uhy4f9t",GRE330291,,32004752-4533-0291-9d6a-fac0d15d17c2,,,
1994,CHI,RB,RB,22,ACT,Robert Green,Robert,Green,1970-09-10,68,209,,00-0006346,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zw3esao0rt6tdweibw6l",GRE332200,,32004752-4533-2200-1ed3-e0a3a8f34a2a,,,
1994,TB,DB,DB,0,ACT,Rogerick Green,Rogerick,Green,1969-12-15,72,185,,00-0006348,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jczif422n1j9vwwwlacn",GRE332995,,32004752-4533-2995-fb4c-bada7072f857,,,
1994,NYJ,DB,CB,0,ACT,Victor Green,Victor,Green,1969-12-08,71,195,,00-0006356,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/icbakbwocujuheg0akez",GRE377067,,32004752-4537-7067-c2e2-208b789444fa,,,
1994,TB,WR,WR,0,CUT,Willie Green,Willie,Green,1966-04-02,76,180,,00-0006358,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b0445ohjd3n1cqdqgpcz",GRE386613,,32004752-4538-6613-87c5-b0251e955f68,,,
